point_no,tag,dataset,measured_at,iteration,au,ag,peg,ctab,cit,pvp,ascorb,teos,saxs1,saxs2,uv1,uv2,sub_min,sub_neg_pct,q1a_used,q1b_used,q2a_used,q2b_used,sample_tiff_dir,buffer_tiff_dir,subtracted_file,uv_file,integrator_dir,exclude_from_training,outlier_reason,notes
11,IHS_28_cell,IHS,,,7.299467118307278,0.0,1.17957028469485,1.092287648504677,0.5026430884639478,1.1666713180605162,8.759360541968732,0.0,-0.2536493773942564,-3.949644358848886,,,-0.0234223287097162,17.299999999999997,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,,,data/training/IHS_28_cell/saxs/subtracted.dat,data/training/IHS_28_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
12,IHS_29_cell,IHS,,,8.270146773837826,0.0,0.1863390252165121,0.8603471062890914,0.0479359427681691,0.7110550232830091,9.92417612860539,0.0,0.1769220147066714,-2.772706154767668,,,-0.0332054060320303,28.1,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,,,data/training/IHS_29_cell/saxs/subtracted.dat,data/training/IHS_29_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
13,IHS_2_cell,IHS,,,3.368641777738425,0.0,2.8457967869037497,4.031889575653413,4.408914496109488,1.302387230308814,4.04237013328611,0.0,0.5928236056586964,-1.4284065452301713,,,-0.0229759152264657,19.1,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,,,data/training/IHS_2_cell/saxs/subtracted.dat,data/training/IHS_2_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
14,IHS_5_cell,IHS,,,5.034545856063012,0.0,3.58819935171668,2.90279270651704,0.4866987003616943,1.94630835806596,6.041455027275615,0.0,0.2695866865311137,-2.625340554569668,,,-0.0200116759354627,14.9,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,,,data/training/IHS_5_cell/saxs/subtracted.dat,data/training/IHS_5_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
15,IHS_7_cell,IHS,,,7.997356978802426,0.0,0.756905501090088,0.4341926138779616,0.7091001167365283,0.5056164149300857,9.59682837456291,0.0,-0.0916922233464823,-3.217047110106691,,,-0.0707121676609563,14.9,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,,,data/training/IHS_7_cell/saxs/subtracted.dat,data/training/IHS_7_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
16,IHS_9_cell,IHS,,,7.761730759241472,0.0,1.4615935302078955,0.5646366837326021,0.4766307236955143,0.4213313920327473,9.314076911089767,0.0,0.0527954318027844,-2.826236470726404,,,-0.0252611461096378,18.4,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,,,data/training/IHS_9_cell/saxs/subtracted.dat,data/training/IHS_9_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
17,day5_bayes1_2_cell,day5_bayes,,1.0,3.445542541690952,0.0,0.4650745944848611,1.168106110743448,0.2933675938275941,10.493258109224003,4.134651050029142,0.0,0.0913567721243217,-2.9709728396990496,0.4269662921348365,1.675044883303553,-24.21457950828062,5.2,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes1_2_cell/tiff_sample,data/training/day5_bayes1_2_cell/tiff_buffer,data/training/day5_bayes1_2_cell/saxs/subtracted.dat,data/training/day5_bayes1_2_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
18,day5_bayes1_3_cell,day5_bayes,,1.0,3.902133702527133,0.0,0.1792513077903199,0.3362165290523599,0.5030329408768917,10.396805076720735,4.68256044303256,0.0,0.2030902797597365,-2.8915268972105395,0.4666421461030137,1.675044883303553,-0.0198899628748001,7.5,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes1_3_cell/tiff_sample,data/training/day5_bayes1_3_cell/tiff_buffer,data/training/day5_bayes1_3_cell/saxs/subtracted.dat,data/training/day5_bayes1_3_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
19,day5_bayes1_4_cell,day5_bayes,,1.0,3.555174162128454,0.0,0.0378994479714279,0.7168845949891904,1.2816335485310246,10.142199251825758,4.266208994554145,0.0,0.2866668894382598,-2.703411008440991,0.3994014811967684,4.0,-0.0235775436182718,6.4,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes1_4_cell/tiff_sample,data/training/day5_bayes1_4_cell/tiff_buffer,data/training/day5_bayes1_4_cell/saxs/subtracted.dat,data/training/day5_bayes1_4_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
20,day5_bayes1_5_cell,day5_bayes,,1.0,4.03904158389135,0.0,0.3404960700420867,0.2699326351987786,0.5508937833977111,9.952786026800451,4.84684990066962,0.0,0.208808811959515,-2.5958056413024746,0.3929208081244642,1.3094736842106127,-16.404919121506964,16.6,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes1_5_cell/tiff_sample,data/training/day5_bayes1_5_cell/tiff_buffer,data/training/day5_bayes1_5_cell/saxs/subtracted.dat,data/training/day5_bayes1_5_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
21,day5_bayes2_1_cell,day5_bayes,,2.0,3.323822820795451,0.0,11.357272217978878,0.2111083544043442,0.7637295065705796,0.355479715296207,3.988587384954541,0.0,0.2814675434740139,-2.128857445079421,0.3820598006644495,1.6542553191487288,-0.5334436085141532,14.3,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_1_cell/tiff_sample,data/training/day5_bayes2_1_cell/tiff_buffer,data/training/day5_bayes2_1_cell/saxs/subtracted.dat,data/training/day5_bayes2_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
22,day5_bayes2_2_cell,day5_bayes,,2.0,3.5147482655041684,0.0,10.949628045827549,0.0355172753309671,0.504682797521959,0.7777256972103573,4.217697918605002,0.0,0.215720416375659,-2.51948943341278,0.260511054729986,0.5598159509202218,-5.283723377397962,5.1,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_2_cell/tiff_sample,data/training/day5_bayes2_2_cell/tiff_buffer,data/training/day5_bayes2_2_cell/saxs/subtracted.dat,data/training/day5_bayes2_2_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
23,day5_bayes2_3_cell,day5_bayes,,2.0,3.639660020436428,0.0,10.97116874051848,0.1659858423680278,0.7584478535408504,0.097145518612502,4.367592024523713,0.0,0.2074690635404779,-2.2362436656382307,0.3333333333333333,1.30392209392658,-14.891805346520924,17.7,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_3_cell/tiff_sample,data/training/day5_bayes2_3_cell/tiff_buffer,data/training/day5_bayes2_3_cell/saxs/subtracted.dat,data/training/day5_bayes2_3_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
24,day5_bayes2_4_cell,day5_bayes,,2.0,3.51863970796598,0.0,10.93419955343022,0.1897002816745061,0.2648249793491217,0.8702678280209963,4.222367649559176,0.0,0.323375362090972,-2.4621472740233483,0.25,1.6542553191487288,-0.0212379926999459,1.7999999999999998,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_4_cell/tiff_sample,data/training/day5_bayes2_4_cell/tiff_buffer,data/training/day5_bayes2_4_cell/saxs/subtracted.dat,data/training/day5_bayes2_4_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
25,day5_bayes2_5_cell,day5_bayes,,2.0,3.781928008678332,0.0,10.713900207990388,0.1629996976068366,0.2880696593473844,0.5147888159630607,4.538313610413998,0.0,0.3671404557610891,-2.2310238358769543,0.460674157303382,0.5,-0.0959624122623622,2.2,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_5_cell/tiff_sample,data/training/day5_bayes2_5_cell/tiff_buffer,data/training/day5_bayes2_5_cell/saxs/subtracted.dat,data/training/day5_bayes2_5_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
26,day5_bayes2_6_cell,day5_bayes,,2.0,3.482807619941147,0.0,0.2029002845823879,0.2818668428718242,11.804092201610247,0.0489639070650171,4.179369143929376,0.0,0.2702517487333312,-2.2584445653599383,0.5,,-13.305479085121704,10.8,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_6_cell/tiff_sample,data/training/day5_bayes2_6_cell/tiff_buffer,data/training/day5_bayes2_6_cell/saxs/subtracted.dat,data/training/day5_bayes2_6_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
27,day5_bayes2_7_cell,day5_bayes,,2.0,3.672213327620734,0.0,1.644777817935423,0.15398709066266,9.788209811114198,0.3341559595221036,4.406655993144881,0.0,0.1795366355991922,-2.32195407414573,0.0,2.52845528455333,-6.834949274120618,8.799999999999999,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_7_cell/tiff_sample,data/training/day5_bayes2_7_cell/tiff_buffer,data/training/day5_bayes2_7_cell/saxs/subtracted.dat,data/training/day5_bayes2_7_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
28,day5_bayes2_8_cell,day5_bayes,,2.0,3.380559142498265,0.0,0.0591682202026485,2.10330528067458,9.49160421547026,0.90869217015633,4.056670970997918,0.0,0.6615457167907567,-1.258133391450565,0.25,2.0,-17.98348727795525,17.5,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_8_cell/tiff_sample,data/training/day5_bayes2_8_cell/tiff_buffer,data/training/day5_bayes2_8_cell/saxs/subtracted.dat,data/training/day5_bayes2_8_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
29,day5_bayes2_9_cell,day5_bayes,,2.0,4.794117262765248,0.0,0.0785302390849191,0.1664558356982036,8.863860321457016,0.3440956256763169,5.752940715318297,0.0,0.5123351865823823,-1.964969063950745,0.6,2.0,-0.0272726789834949,4.5,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes2_9_cell/tiff_sample,data/training/day5_bayes2_9_cell/tiff_buffer,data/training/day5_bayes2_9_cell/saxs/subtracted.dat,data/training/day5_bayes2_9_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
30,day5_bayes3_1_cell,day5_bayes,,3.0,5.603067005853193,0.0,7.129550102408439,0.008728505421389,0.486290345480925,0.048683633812221,6.723680407023831,0.0,0.1009832249162348,-3.287506454536638,0.5833333333333334,2.866359447004764,-0.8251219595129946,1.9,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes3_1_cell/tiff_sample,data/training/day5_bayes3_1_cell/tiff_buffer,data/training/day5_bayes3_1_cell/saxs/subtracted.dat,data/training/day5_bayes3_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
31,day5_bayes3_3_cell,day5_bayes,,3.0,6.231343444618304,0.0,5.955479302843657,0.0132085795772058,0.1227971800336575,0.1995593593852115,7.477612133541964,0.0,0.159757770230454,-2.785099977176897,0.7142857142857143,1.554136590782939,-0.0195641566959761,3.2,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes3_3_cell/tiff_sample,data/training/day5_bayes3_3_cell/tiff_buffer,data/training/day5_bayes3_3_cell/saxs/subtracted.dat,data/training/day5_bayes3_3_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
32,day5_bayes3_4_cell,day5_bayes,,3.0,5.966171437168356,0.0,6.203123295233191,0.0435814772046233,0.3090215593809738,0.3186965064108274,7.159405724602027,0.0,0.2935781501977567,-2.2749774060744694,0.6666666666666667,1.3189143341815626,-6.608691595252822,11.5,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes3_4_cell/tiff_sample,data/training/day5_bayes3_4_cell/tiff_buffer,data/training/day5_bayes3_4_cell/saxs/subtracted.dat,data/training/day5_bayes3_4_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
33,day5_bayes3_5_cell,day5_bayes,,3.0,5.830479365349086,0.0,6.313260386111379,0.12675051340162,0.0329929897680123,0.6999415069510029,6.996575238418902,0.0,0.3387100053196242,-2.119846948426648,0.3616352201257903,2.0471492426253945,-0.0581870084635589,9.0,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes3_5_cell/tiff_sample,data/training/day5_bayes3_5_cell/tiff_buffer,data/training/day5_bayes3_5_cell/saxs/subtracted.dat,data/training/day5_bayes3_5_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
34,day5_bayes4_1_cell,day5_bayes,,4.0,4.093548884200254,0.0,8.843214797846338,1.2949925788681855,0.1635268489758862,0.6924582290690332,4.912258661040304,0.0,0.3634566747073023,-2.230326817159188,0.5702247191011274,3.792682926829994,-30.91868232996024,26.8,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes4_1_cell/tiff_sample,data/training/day5_bayes4_1_cell/tiff_buffer,data/training/day5_bayes4_1_cell/saxs/subtracted.dat,data/training/day5_bayes4_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
35,day5_bayes4_2_cell,day5_bayes,,4.0,4.542318806715008,0.0,8.876659116816002,0.2966473779866427,0.751078065474826,0.0825140649495094,5.45078256805801,0.0,0.3077686208806652,-2.387413735163777,0.5833333333333334,4.962765957446186,-6.245062553763773,5.9,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes4_2_cell/tiff_sample,data/training/day5_bayes4_2_cell/tiff_buffer,data/training/day5_bayes4_2_cell/saxs/subtracted.dat,data/training/day5_bayes4_2_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
36,day5_bayes4_3_cell,day5_bayes,,4.0,4.455729816649601,0.0,8.864616796140298,0.1670107064423681,0.8910059566819128,0.2747609441063001,5.346875779979521,0.0,0.2847422522746157,-2.3871561579187017,0.6363636363636365,2.333333333333333,-1.539514959400151,5.9,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes4_3_cell/tiff_sample,data/training/day5_bayes4_3_cell/tiff_buffer,data/training/day5_bayes4_3_cell/saxs/subtracted.dat,data/training/day5_bayes4_3_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
37,day5_bayes4_5_cell,day5_bayes,,4.0,4.776918324719445,0.0,8.810810261972405,0.2299541780822149,0.0573039701598508,0.3927112754027504,5.732301989663334,0.0,0.2210837200369282,-2.7362863028237707,0.6363636363636365,4.962765957446186,-2.655484866632378,2.7,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes4_5_cell/tiff_sample,data/training/day5_bayes4_5_cell/tiff_buffer,data/training/day5_bayes4_5_cell/saxs/subtracted.dat,data/training/day5_bayes4_5_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
38,day5_bayes5_1_cell,day5_bayes,,5.0,7.068061496437327,0.0,3.992144370286482,0.1040630748915814,0.2471842419420768,0.106873020717741,8.481673795724792,0.0,0.0633422684426323,-3.0368323533710178,0.6666666666666667,1.5258697591435897,-0.0818616975203436,3.0,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes5_1_cell/tiff_sample,data/training/day5_bayes5_1_cell/tiff_buffer,data/training/day5_bayes5_1_cell/saxs/subtracted.dat,data/training/day5_bayes5_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
39,day5_bayes5_2_cell,day5_bayes,,5.0,7.254662071477943,0.0,3.785839176632016,0.1960130484059574,0.026543418118086,0.0313477995924659,8.705594485773531,0.0,-0.0331445646944386,-3.222151334475754,0.6666666666666667,1.6105644743655745,-0.0071401237370326,1.4,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes5_2_cell/tiff_sample,data/training/day5_bayes5_2_cell/tiff_buffer,data/training/day5_bayes5_2_cell/saxs/subtracted.dat,data/training/day5_bayes5_2_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
40,day5_bayes5_4_cell,day5_bayes,,5.0,7.246956626935882,0.0,3.6573794270958206,0.1382327490740773,0.0404500486555871,0.2206331959155763,8.696347952323057,0.0,0.2090612201838476,-1.9607983023192024,0.6363636363636365,1.9197530864196968,-18.76608235232476,31.4,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day5_bayes5_4_cell/tiff_sample,data/training/day5_bayes5_4_cell/tiff_buffer,data/training/day5_bayes5_4_cell/saxs/subtracted.dat,data/training/day5_bayes5_4_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
41,day6_bayes10_1_cell,day6_bayes,,10.0,3.204885965481848,0.0,6.351048795744113,0.0639717517626057,0.4755911057765882,6.058639222656629,3.8458631585782177,0.0,0.5607225957119405,-0.5981645217026171,0.5,0.5583482944345177,-1.5683023680750523,39.4,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day6_bayes10_1_cell/tiff_sample,data/training/day6_bayes10_1_cell/tiff_buffer,data/training/day6_bayes10_1_cell/saxs/subtracted.dat,data/training/day6_bayes10_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
42,day6_bayes11_1_cell,day6_bayes,,11.0,3.0219609782562524,0.0,0.3642560255156111,12.208722949471031,0.6169004739976043,0.1618063988519948,3.626353173907503,0.0,0.8779569709959772,-0.9944354569572292,0.4857444561774004,0.0,-0.5534674065178447,20.8,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day6_bayes11_1_cell/tiff_sample,data/training/day6_bayes11_1_cell/tiff_buffer,data/training/day6_bayes11_1_cell/saxs/subtracted.dat,data/training/day6_bayes11_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
43,day6_bayes12_1_cell,day6_bayes,,12.0,3.098786590157438,0.0,2.083546171249881,7.119313994494052,0.5201429036150894,3.459666432294616,3.718543908188925,0.0,0.8010264741050015,-0.9365261960316542,0.0,0.0,-0.0308190702524095,16.0,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day6_bayes12_1_cell/tiff_sample,data/training/day6_bayes12_1_cell/tiff_buffer,data/training/day6_bayes12_1_cell/saxs/subtracted.dat,data/training/day6_bayes12_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
44,day6_bayes6_1_cell,day6_bayes,,6.0,,,,,,,,,-0.1227542881928181,-4.040520651820658,0.7813310285220363,0.7036199095022708,-57.501788215254976,9.9,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day6_bayes6_1_cell/tiff_sample,data/training/day6_bayes6_1_cell/tiff_buffer,data/training/day6_bayes6_1_cell/saxs/subtracted.dat,data/training/day6_bayes6_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
45,day6_bayes7_1_cell,day6_bayes,,7.0,,,,,,,,,-0.5829963480599298,-6.335098471548231,0.7631086142322061,0.2727272727272727,-0.0156717709512905,1.7999999999999998,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day6_bayes7_1_cell/tiff_sample,data/training/day6_bayes7_1_cell/tiff_buffer,data/training/day6_bayes7_1_cell/saxs/subtracted.dat,data/training/day6_bayes7_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
46,day6_bayes8_1_cell,day6_bayes,,8.0,,,,,,,,,1.144847553307626,0.1444161982173294,0.4501788019213207,0.0,0.0,0.0,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day6_bayes8_1_cell/tiff_sample,data/training/day6_bayes8_1_cell/tiff_buffer,data/training/day6_bayes8_1_cell/saxs/subtracted.dat,data/training/day6_bayes8_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
47,day6_bayes9_1_cell,day6_bayes,,9.0,5.625343575272227,0.0,0.0247418079031152,0.1514903880398358,0.112282972596504,7.3357289658616445,6.750412290326673,0.0,0.125561072182511,-0.0931531205217838,0.6144256455921658,1.8149232218216351,-15.52453855015807,77.9,0.4858224397993894,0.7497917614826864,0.0770957481607359,0.7497917614826864,data/training/day6_bayes9_1_cell/tiff_sample,data/training/day6_bayes9_1_cell/tiff_buffer,data/training/day6_bayes9_1_cell/saxs/subtracted.dat,data/training/day6_bayes9_1_cell/uv/uv_spectrum.txt,,False,,imported from multispectral_au_reconstructed
